name,status,Usage
EndoBiologics International,operating,Public
Paws for Life,operating,Public
Vetter Software,operating,Public
Companion Medical,operating,Public
OmniPerception,closed,Private
Stream,closed,Private
New World Development Group,operating,Public
Vixel Corporation,operating,Public
BookitLyst,closed,Public
SOKO Insight,operating,Private
Eclipse Aviation Corporation,operating,Private
Monexo Innovations Limited,operating,Public
IWAtech,closed,Public
Tantaline,operating,Private
"Prism Career Institute, Philadelphia",operating,Private
Seldar Pharma,operating,Public
Qandidate.com,operating,Public
Aerie Pharmaceuticals,operating,Private
Convert,operating,Public
Micello,operating,Private
Keen Impressions,operating,Public
Skycross,operating,Private
Acertiv,operating,Private
Dadoof,closed,Public
SurgicEye GmbH,operating,Private
mySugr,operating,Public
Alvos Therapeutic,operating,Private
The Coveteur,operating,Public
Actual Experience,operating,Public
Built.io,operating,Private
BAROnova,operating,Public
Anomalous Networks,operating,Private
Chinese Whispers Music,operating,Public
GFS IT,closed,Public
Laticínios Bom Gosto/LBR,operating,Public
LendUp,operating,Public
M4JAM,operating,Public
ComputeNext,operating,Public
Fetch Technologies,operating,Public
Quantified Communications,operating,Public
SolidX Partners,operating,Private
Lodo Software,operating,Private
Modafirma,operating,Private
nkf-pharma,operating,Public
Akoha,closed,Private
Concilio Labs,operating,Public
Airex Energy,operating,Public
Smart Furniture,operating,Private
Muuto,operating,Public
Currensee,operating,Private
Vartopia,operating,Public
MMJK Inc.,operating,Public
Line0,operating,Public
Swank,operating,Private
X-Scan Imaging,operating,Public
Smith & Associates,operating,Public
Zedira GmbH,operating,Private
Endorse.me,operating,Public
Buyt.In,operating,Private
Almashopping,operating,Public
Ante Up,closed,Private
Fiducioso Advisors,operating,Private
Watch-Sites,operating,Public
Sharper Shape,operating,Public
WellnessLiving Systems Inc.,closed,Private
SnapShop,operating,Public
NI-O Toys,operating,Public
another name,operating,Private
UBQT,operating,Private
Listn,operating,Public
The Association of Bar & Lounge Establishments,operating,Public
American Medical CO-OP,operating,Public
Tugende,operating,Private
combionic,operating,Private
RBM Technologies,operating,Private
Crambu,operating,Public
Anodyne Health,operating,Private
Pecabu,operating,Private
9Mile Labs,operating,Private
ColdSpark,operating,Public
AgIC Inc.,operating,Private
5 Star Mobile,operating,Private
Sterling Heights Dentist,operating,Private
Horizon Oilfield Services,operating,Public
Opticlose,operating,Public
Medlio,operating,Private
Pandoo TEK,operating,Private
"InSite Energy, LLC.",operating,Private
Ladera Labs,operating,Public
Intrinsic Therapeutics,operating,Private
CanFite BioPharma,operating,Public
Red Aril,operating,Private
TapnScrap,operating,Private
Innography,operating,Public
Torque Medical Holdings,operating,Private
IZP Technologies,operating,Public
LagChat,operating,Public
DreamQii,operating,Private
Admera,operating,Public
PurePlay,operating,Public
DrFirst,operating,Private
3DBin,operating,Public
AbeBooks,operating,Public
ZZNode Science and Technology,operating,Private
Kno,operating,Public
Frontier Water Systems,operating,Public
Noiz Analytics,operating,Public
ABT Molecular Imaging,operating,Public
In2Games,closed,Private
mLED,operating,Private
Keynote,operating,Private
Fishidy,operating,Public
Entourage Medical Technologies,operating,Private
Perthera,operating,Private
PartMyRide,operating,Private
LSSi Data,closed,Public
Meshify,operating,Private
Restoration Robotics,operating,Private
Sparkbrowser,closed,Private
Altitude Games,operating,Private
MUV Interactive,operating,Private
MetroButler,operating,Private
ABBYY Language Services,operating,Public
Heck Food,operating,Private
DataPop,operating,Public
Fischer Block,operating,Private
Typeless,operating,Public
Dynamighty,operating,Private
Empathy Marketing,operating,Public
Eternal Sun,operating,Private
SiOx,operating,Public
Electrum Partners,operating,Public
Aasaanjobs,operating,Public
semiosBIO Technologies,operating,Private
Divine Cosmetics,operating,Private
eThor.com,operating,Private
Sohan Lal Commodity Management,operating,Public
datango,operating,Private
News360,operating,Public
CoScale,operating,Private
Mikro Odeme | 3pay,operating,Private
Voxel8,operating,Private
Proteros biostructures,operating,Private
Langtons Gin,operating,Private
Alpha and Omega Semiconductor,operating,Private
Touchstorm,operating,Public
Investorist,operating,Private
Ygrene Energy Fund,operating,Private
StyleFeeder,operating,Public
Professional Holiday Rentals (Migoa),operating,Public
Rioglass Solar Holding,operating,Private
Clearly Social Angels,operating,Private
Direct Trade Coffee Club,operating,Public
Clickst,operating,Public
InGrid Solutions,closed,Private
University of Wollongong,operating,Private
Goshi,operating,Private
Cashtag,operating,Private
i-tech,operating,Private
B-Bridge International,operating,Private
Chooos,operating,Private
Taofang.com,operating,Private
LaunchRock,operating,Private
DelTron Intelligence Technology,operating,Private
INTEGRATED BIOPHARMA,operating,Public
HelloSign,operating,Private
DKT Technology,operating,Public
SoftWriters Holdings,operating,Private
Azoi,operating,Public
GetThis,operating,Private
Patients' & Consumers' Pharma,operating,Public
elɘ,operating,Public
bContext,operating,Private
Retention.ai (formerly BetaGlide),operating,Public
Tapioca Mobile,closed,Public
Kitana,operating,Public
Quantum Surgical,operating,Private
SocialQnect,closed,Public
Loansolutions.ph,operating,Public
Airbnb,operating,Private
Bipbop,operating,Public
Engagor,operating,Public
Expand Beyond,operating,Public
Trax Technologies,operating,Private
CBG Holdings,operating,Private
Smart Drone,operating,Public
Field Squared,operating,Public
BlueWare,operating,Private
"DeadEye Marksmanship, Inc.",operating,Public
Webyog,operating,Public
Floxx,operating,Public
Easy Live,operating,Private
AdBm Technologies,operating,Private
iSchool Campus,operating,Private
Aggamin Pharmaceuticals,operating,Public
Inspirational Stores,operating,Private
Omphalos Capital Management,operating,Public
Buying Butler,operating,Public
theKEE.io,operating,Private
BEAT BioTherapeutics,operating,Private
Sponsta,operating,Private
SpotRight,operating,Private
Ihaveu.com,operating,Public
Svelte Medical Systems,operating,Public
Protective Systems,closed,Public
Paragon Networks International,operating,Public
Lifespeed,operating,Public
SceneChat,closed,Public
Cryptopick Canada,operating,Private
Norwood Systems,operating,Private
Bangbite,operating,Public
Happy Studio,operating,Public
Metaps,operating,Private
AthletePath,operating,Private
StilSOS,operating,Public
FilterEasy,operating,Private
FSAstore.com,operating,Public
Listia,operating,Private
Artspace,operating,Private
aioTV Inc.,operating,Public
Global Top Level,operating,Public
No Wires Needed,closed,Public
myOrder,operating,Public
AIS,operating,Public
ADVIDS,operating,Private
ioFabric,operating,Private
Ziptask,operating,Public
Panel Systems,operating,Public
Me-Mover,operating,Public
Dipexium Pharmaceuticals,operating,Public
Productify,operating,Public
City BeBe,operating,Private
Hit Systems,closed,Private
Netstory,operating,Public
Service at Home,operating,Public
Green Gas International,operating,Private
Medbox,operating,Private
Photowhoa,operating,Private
Shopcliq,operating,Public
AwayFind,operating,Private
Cocoon Biotech,operating,Private
OneShore Energy GmbH,operating,Private
Snoox,operating,Private
Real Food Real Kitchens,operating,Private
Virtway,operating,Private
ModusP,operating,Private
Monesbat,operating,Private
PharmaGen,operating,Private
airpim,operating,Private
PriceMe,operating,Private
ShangPin,operating,Public
"Deep Information Sciences, Inc.",operating,Public
Presstler,closed,Public
Signia Corporate Services,operating,Public
Tunessence,operating,Public
Avenues: The World School,operating,Private
Intellia Therapeutics,operating,Private
Bar Pass,operating,Public
Bonush,closed,Private
REVShare,operating,Public
Foodyn.com,operating,Public
Fresh Monster,closed,Public
SOFTGAMES Mobile Entertainment Services GmbH,operating,Public
Cerebrex,operating,Private
Nabto,operating,Public
Gekko Global Markets,operating,Private
HealthComms,operating,Private
Analyte Health,operating,Private
Negotiant,operating,Public
Peoplematics,operating,Public
ArcaNatura LLC,operating,Public
CircuitHub,operating,Private
Vendevor,operating,Private
ModernMatchMaker,operating,Private
Viroblock,operating,Public
LookUP,operating,Private
MaSpatule.com,operating,Private
OANDA Corporation,operating,Public
barcoo,operating,Public
Coryton Advanced Fuels,operating,Public
Authenteq,operating,Public
The Young Turks,operating,Public
Vquence,operating,Public
Streamline Computing,operating,Private
Gifts that Give,closed,Public
WayConnected,closed,Private
ApptheGame - Swoopt Daily Fantasy Sports,operating,Public
Enservio,operating,Public
CrowdPC,closed,Private
Myworldwall,operating,Public
Chikka,operating,Private
Spine Pain Management,operating,Public
Campalyst,operating,Private
Seven Technologies,operating,Private
Adams Floor Decor,operating,Public
Core Dynamics,operating,Private
boosk,operating,Private
Tumbie,closed,Private
Auctions by Wallace,operating,Public
GPX Software,operating,Public
Clean Power Finance,operating,Private
Listar,operating,Public
Icustommadeit,operating,Public
Blueseed,operating,Public
Law Firm of LarJack,operating,Private
GEOCOMtms,operating,Private
Ekos Global,operating,Public
Float: Milwaukee,operating,Public
UWI Technology,operating,Private
COPRIX media BG,operating,Private
Ventiva,operating,Public
Jade Magnet,operating,Public
KeyEye Communications,operating,Private
The A-Team Clubhouse,operating,Public
Eloquii,operating,Private
"BrainStorm, Inc.",operating,Public
Descendent Studios,operating,Public
OutSmart Power Systems,operating,Private
emoquo,operating,Public
Spot Mobile International,operating,Public
BondIT,operating,Private
Luma Resources,operating,Public
Hosted Systems,operating,Private
EventBrowse.com,operating,Public
EthicalSuperstore.Com,operating,Private
Piehole,operating,Private
EnNatura Technology Ventures,operating,Private
KitOrder,operating,Private
T L Tedford Enterprises,operating,Private
Qoof,closed,Private
Future Healthcare of America,operating,Private
QuicklyChat,operating,Private
Building Our Community,operating,Private
SmartPay Jieyin,operating,Public
Involution Studios,operating,Private
Bonfire Wings,operating,Private
InterEx,operating,Public
Vector Fabrics,operating,Public
Apricot Trees,operating,Public
Checkd AS,operating,Private
PARADIGM ENERGY GROUP,operating,Public
PlayLab,operating,Public
Megisto Systems,closed,Public
NatureBank,operating,Private
Oscar Tech,operating,Private
Sunstone Communication Ltd,operating,Private
Scream Entertainment,operating,Public
Borrowing Magnolia,operating,Public
Luminary Micro,operating,Private
TrakTek 3D,operating,Public
Parkifi,operating,Private
Apollo Commercial Real Estate Finance,operating,Public
Clothia,operating,Public
Standing Egg,operating,Private
Hotpathz Inc.,closed,Public
City Sports,operating,Public
Palkion,operating,Private
FormFree,operating,Public
WorkForEm,operating,Private
ANDA Networks,operating,Public
Woto,operating,Public
Savi Technology,operating,Public
BitStash,operating,Public
Plasso Technology,operating,Public
Ivycorp,operating,Public
Shopper Concepts BV,operating,Private
The Box,operating,Private
Zelena Posta,closed,Public
Classical Diary,operating,Public
EnteGreat,operating,Public
Property Partner,operating,Public
PixSense,closed,Public
ZALP,operating,Public
enEvolv,operating,Public
Innopower,operating,Public
Why Science,operating,Private
UnBuyThat,closed,Private
Synergy Live International,operating,Public
Mountvacation,operating,Public
Modern Teacher,operating,Private
Solidia Technologies,operating,Private
InLive Interactive,closed,Private
Christiana Care Health Systems,operating,Public
Shoptizen,operating,Public
Aggredyne,operating,Private
Feasthouse On Wheels,operating,Public
Villgro Innovation Marketing,operating,Private
Nexidia,operating,Public
Cord Project,operating,Private
MsTRIAL Productions,operating,Public
Pricify,operating,Private
KiwiQA Services,operating,Public
XO Communications,operating,Private
Mineloader Software Co. Ltd,operating,Public
Ploog,operating,Private
T Dispatch,operating,Public
Blue Apron,operating,Private
IndianRaga,operating,Private
KeepGo,operating,Public
Simpathic,operating,Private
B-Stock Solutions,operating,Private
Integral Wave Technologies,operating,Private
SentinelOne,operating,Private
Applied Predictive Technologies,operating,Private
BoxFox,operating,Private
Aircell Holdings,operating,Private
Form Devices,closed,Public
MacroFab,operating,Public
Mobile Industrial Robots,operating,Private
"AutoWiser, LLC",operating,Private
KF Beauty / KeraFiber,operating,Public
Synap,operating,Public
myWebRoom,operating,Public
Wanderable,operating,Public
UpSpring,operating,Public
Harris Research,operating,Public
agencyQ,operating,Private
Simplr—Just for Campus,closed,Private
AppTrigger,operating,Public
Computer systems and software innovation group,operating,Public
Cyclops MedTech Private Limited,operating,Public
PromoFarma.com,operating,Private
Newslines,operating,Public
X2AI,operating,Public
Solid State Beverages,operating,Private
4Soils,operating,Public
Minervax,operating,Public
RedGage,operating,Public
Primadiag,closed,Public
Aveksa,operating,Public
4Cable TV,operating,Public
Topell Energy,operating,Private
BioSilta,operating,Public
Amadesa,closed,Public
BookMyForex.com,operating,Private
La Más Mona,operating,Public
myCFO,operating,Private
Phalanx Trade,operating,Private
Violin Memory,operating,Public
Homepage.com,operating,Private
BookingSync,operating,Public
Sotro,operating,Private
Family Nation,operating,Private
Patient Route Systems,operating,Private
Gidsy,operating,Private
Sundrop Farms,operating,Public
RxApps,operating,Public
"Opsonix, Inc.",operating,Private
Sportamba,operating,Private
Health2Works,closed,Public
OptiSynx,closed,Private
Ultra Electronics,operating,Private
TokenOne,operating,Public
Sprooki,operating,Public
Iridescent Entertainment,operating,Private
Bostan Research,operating,Public
NI,operating,Private
Knetwit Inc.,closed,Public
Dine Market,operating,Public
Merchant Exchange,closed,Public
VeraLight,operating,Public
Accelerated Pictures,operating,Private
Comsys AB,operating,Private
Housejoy,operating,Private
PlanSoft Corporation,closed,Public
Yappsa App Store,operating,Private
InMage Systems,operating,Public
PredictionIO,operating,Private
ClickHome,operating,Public
Xcalia,operating,Public
Parsel.me,operating,Private
Uber for Hiring,operating,Public
FullPlateApp,operating,Public
Whittl,operating,Private
NeuCoin,operating,Public
GeniusMatcher,operating,Private
Oobedoo Ltd,closed,Private
Konarka Technologies,closed,Public
Hello Scout Inc.,operating,Private
RealTargeting,operating,Public
Pendo,operating,Private
Holaira,operating,Private
TRD Surfaces,operating,Private
Rouge Reel,operating,Private
SOOMLA,operating,Public
Micronotes,operating,Private
Piedmont Stone Center,operating,Public
Wineta,closed,Private
ROKT,operating,Private
Slyde Holding S.A,operating,Private
BidToTrip,operating,Private
Intelligent Bio-Systems,operating,Private
IndigoVision,operating,Private
Molecular Formulations,operating,Private
Second Half Playbook,closed,Private
lululemon athletica,closed,Private
117go,operating,Private
Melophone,operating,Public
Revee,operating,Public
Pel30,operating,Private
Buytech,operating,Public
Microbonds,operating,Public
sportif225,operating,Public
Tissue Regeneration Systems,operating,Public
uBank,operating,Private
Menlo Security,operating,Private
Budo Finder,operating,Public
FEMA Guides,operating,Public
Talkpush,operating,Public
Vidimax,operating,Private
Rebit,operating,Private
qDatum,operating,Public
TheShelf,operating,Public
Thismoment,operating,Private
AppSame,operating,Private
BrieFix,closed,Public
Sqore,operating,Public
Zokos,operating,Private
Amiato,operating,Private
FST Biometrics,operating,Public
Jajah,operating,Public
BooRah,operating,Public
Bodhicrew Services,operating,Public
Peerspace,operating,Public
ShareHows,operating,Public
Astoria Road,operating,Public
Local Food Lab,operating,Public
Yunmake,operating,Public
OZ Communications,operating,Private
Innovative Surgical Designs,operating,Private
Placester,operating,Public
RENTISH,operating,Private
GladFly,closed,Private
ChipRewards,operating,Private
Seatwave,operating,Public
Sponsia,operating,Private
WellAware,operating,Public
Tru-Friends,operating,Private
Eventus Software Pvt,closed,Public
Typeform,operating,Public
4-Tell,operating,Private
Blue Focus PR Consulting,operating,Public
Exosome Diagnostics,operating,Public
Fantasmo Studios,operating,Public
Quidsi,operating,Private
Crimson Hexagon,operating,Private
Luxe Energy,closed,Public
Medsonix,operating,Private
Codifique,operating,Public
Avontec,operating,Private
Advanced Mem-Tech,operating,Public
Mobile Shareholder,operating,Private
VisualXcript,operating,Public
DDStocks,operating,Public
CAREMAKER,operating,Private
Cerephex,operating,Private
Tellybean,operating,Private
JG Real Estate,operating,Public
LibreDigital,operating,Public
Cloudistics,operating,Public
Kespry Inc.,operating,Public
SignaCert,operating,Private
Nimaya,operating,Public
LessonLab,operating,Private
CompStak,operating,Public
Labels That Talk,operating,Private
MicroEdge,operating,Private
SV Solar,closed,Public
Sophono,operating,Public
Spayee,operating,Public
Load DynamiX,operating,Public
"Aviso, Inc.",operating,Public
GT Nexus,operating,Private
Kyp,closed,Public
VistaBee,operating,Private
Global Cell Solutions,operating,Private
DLC,operating,Private
Cyberoad.com,closed,Private
GeoGraffiti,operating,Private
Metrosis Software Development,operating,Private
Navita,operating,Private
Jybe,operating,Private
Stamped,operating,Public
Wiper,operating,Private
Level,operating,Private
Natrix Separations,operating,Private
Fanvibe,operating,Public
sougou,operating,Private
Nobex Radio,operating,Private
ApnaPaisa,operating,Private
Vantage Point Analytics,operating,Public
GoInstant,operating,Public
Adconion Media Group,operating,Public
Instacoach,operating,Public
CENX,operating,Private
Fraxion,operating,Public
"VASILY, Inc.",operating,Private
Blitz Studios,operating,Public
NoveltyLab,operating,Private
Aislelabs,operating,Public
ActiveCloud,closed,Public
Minded,operating,Public
Klozee,operating,Private
Reveal Mobile,operating,Private
Colu,operating,Public
Macrotek,operating,Private
EcoMotors,operating,Public
Kliux Energies,operating,Public
TareasPlus,operating,Public
ZANY OX,operating,Public
Ourglass,operating,Public
VSoft,operating,Public
StudioSnaps,operating,Private
Goloo,operating,Private
Preferred Spectrum Investments,operating,Public
Louise Entreprises,operating,Private
Grenville Strategic Royalty,operating,Public
LIFESYNC HOLDINGS,operating,Private
evOLED,operating,Private
Iunika,closed,Public
"ServusXchange, LLC",operating,Private
Hire Space,operating,Private
CorpU,operating,Private
Aqwise,operating,Private
Twiddly,operating,Public
Wireless Fitness,closed,Private
Speakermix,closed,Private
raksul,operating,Public
HAPILA GmbH,operating,Private
Criterion Security,operating,Public
NailSnaps,operating,Private
Cine-tal Systems,operating,Public
Triea Systems,operating,Public
Goji,operating,Private
Materialist,operating,Public
Botlink,operating,Private
Imperial College London,operating,Public
Imperium Health Management,operating,Private
PeopleMatter,operating,Private
payByMobile,operating,Private
TagCash,closed,Private
Dynamics Expert,operating,Public
Markr,operating,Private
Feifei.com,operating,Private
Orbital Traction,operating,Private
CorTec,operating,Public
Kodable,operating,Private
"IntelliQuest Information Group, Inc",operating,Public
InStitchu,operating,Public
Fits.me,operating,Private
Fibras Andinas Chile,operating,Private
LogicLadder,operating,Private
Accredible,operating,Private
PagosOnLine,operating,Private
OYO Sportstoys,operating,Public
Optiva,closed,Private
Futurpreneur,operating,Private
New Wave Foods,operating,Private
Bidz Direct,operating,Public
Sunrun,operating,Private
Admeld,operating,Public
Open Learn,operating,Private
Travee,operating,Private
Multichannel,operating,Private
Transition Therapeutics,operating,Private
Sustainable Life Media,operating,Private
Hoopz Planet Info,operating,Public
Footmall,operating,Public
invendo medical,operating,Private
DistalMotion,operating,Private
Movli,operating,Private
SafeLogic,operating,Public
Freedcamp,operating,Public
Silverside Detectors Inc.,operating,Private
SeeOn,operating,Private
Listen Edition,operating,Private
Gemvara.com,closed,Public
Koduco,closed,Public
Hackers/Founders,operating,Private
HyperNumbers,operating,Private
Veritas Collaborative,operating,Public
FanTom Corp,operating,Public
Birchstreet Systems,operating,Private
Deep Casing Tools,operating,Private
The Shock 3D Group,operating,Private
re3D,operating,Public
Hemera Biosciences,operating,Private
Viragen,operating,Private
Zee Learn,operating,Private
Vontu,operating,Public
Sports MatchMaker,operating,Public
Bhang Chocolate Company,operating,Private
Agrican,operating,Private
My Perfect Gig,closed,Public
Bazari,operating,Private
280 North,operating,Public
Vizu Corporation,operating,Public
Flow State Media,operating,Public
Myia,closed,Private
Synoptek,operating,Private
HiLo Tickets,operating,Private
IPVision,operating,Public
InnoPad,operating,Private
TuringSense,operating,Public
Scimitar Global Systems Corporation,operating,Public
Blaze,operating,Private
Taskhub,operating,Private
YuanV,operating,Private
ecomom,operating,Public
Iguaz.io,operating,Private
Guidance Software,operating,Private
B-Obvious,operating,Private
Lifefactory,operating,Private
Meritage Hospitality Group,closed,Public
Advision Media,operating,Private
Mykonos Software,operating,Private
Screenhero,operating,Private
Upptalk,operating,Private
Endocrine Technology,operating,Private
TruMid Financial,operating,Private
Fanly,operating,Public
Manufacturers' Inventory,operating,Private
Entelec Control Systems,operating,Public
Iconic Translation Machines,operating,Private
Naplyrics.com,operating,Public
NetDevices,operating,Public
Easy Solutions,operating,Public
World Wide Premium Packers,operating,Public
FoodShootr,operating,Public
Siemens,operating,Public
Digital Contact,operating,Private
eddyson,operating,Public
Aquinnah Pharmaceuticals,operating,Public
MidWayz,operating,Public
Bingo.com,operating,Private
VillFarm,operating,Private
Dashlane,operating,Private
Renova Tu Vestidor,operating,Public
Exakis,operating,Private
Coinfloor,operating,Public
3IS,operating,Public
FreshPlanet,operating,Private
Link Medicine,closed,Public
MeterGenius,operating,Public
CORDANT HEALTH SOLUTIONS,operating,Private
Collibra,operating,Public
DreamHighr,operating,Public
Mobingi. Inc.,operating,Private
Floop Technologies,operating,Public
AlmondNet,operating,Public
CloudAmbo®,operating,Private
Lulu,operating,Public
GreenBoxNY,operating,Public
Camio,operating,Private
Getonic,operating,Private
99cloud,operating,Public
Expandly,operating,Public
Apax Group,operating,Private
RadarChile,operating,Private
Weixinhai,operating,Private
ArtList,operating,Private
CNE Productions,operating,Private
Michigan Economic Development Corporation,operating,Public
TwoTen,operating,Public
Turbine Air Systems,operating,Private
RPO,closed,Public
DataMentors,operating,Public
Concept3D,operating,Private
HumansFirst Technology,operating,Public
Xiplinx Technologies,operating,Private
Ludi,operating,Public
TV Volume Wizard App,operating,Public
Mood Technology LTD.,operating,Public
MYOS,operating,Private
getExperts,operating,Public
Trex Enterprises,operating,Public
Cargo Cult Solutions,operating,Public
Chaffee County Telecom,operating,Private
Class Messenger,operating,Public
Cake Technologies,operating,Private
O Entregador,operating,Public
Plum.io,operating,Private
Neul,operating,Private
Armor5,operating,Private
Celula Inc.,operating,Public
Three Stage Media,operating,Private
EdRover,operating,Private
The Dodo,operating,Private
HubSpot,operating,Private
Semler Scientific,operating,Private
Altius Space Machines,operating,Public
Guide,operating,Private
WishLink,operating,Private
Chilltime,operating,Public
Chengdu Santai Electronics Industry,operating,Private
Fast&Cheap,operating,Private
Flowh,operating,Private
Omni-ID,operating,Public
Raizlabs,operating,Private
iSites,closed,Private
Apogenix,operating,Private
Exec,operating,Public
I2C Technologies,operating,Private
Riviera Travel,operating,Private
Drawbridge Networks,operating,Public
MediaSilo,operating,Public
beneSol,operating,Public
My Digital Shield,operating,Private
OffScale,operating,Public
DogBuddy,operating,Public
Borean Pharma,operating,Public
Ease Central,operating,Private
JAMF Software,operating,Private
HealthPocket,operating,Public
Rival Theory,operating,Public
Innovalight,operating,Public
"Vultr Holdings, LLC",closed,Private
Cinario,operating,Private
Amorini Panini Franchising,operating,Private
Blomming,operating,Private
BioMimetic Therapeutics,operating,Private
GATHER & SAVE,operating,Public
Torch Technologies,operating,Public
Cream NYC,operating,Public
Lyfepoints,operating,Public
Mardil Medical,operating,Public
Natural Restoration Partners,operating,Public
Hidden Radio,operating,Private
PathDrugomics,operating,Public
CoreStar Financial Group,closed,Public
Webgility,operating,Private
Konnect Solutions,operating,Public
Provigent,operating,Public
Calnex Solutions,operating,Public
MaxxAthlete,closed,Private
Adpeps,closed,Private
Audentes Therapeutics,operating,Public
WalkHub,operating,Public
Nouveaux Riche,operating,Private
Incentive,operating,Private
Card Player Media,operating,Private
MoveMeant Illustr8ed,operating,Public
ReserveOut,operating,Public
Stockfuse,operating,Public
Cybersource,operating,Private
Conferize,operating,Public
Sunovia,closed,Public
Sow,closed,Public
Kereos,operating,Public
Cold Crate,operating,Private
Terra Green Energy,operating,Public
UXFLIP,operating,Private
Li'veBargain,operating,Private
PetCoach,operating,Private
TOLTEC PHARMACEUTICALS,operating,Public
Etacts,operating,Public
Seren Photonics,operating,Private
ONStor,operating,Private
Farmers Business Network,operating,Public
LaunchSide.com,operating,Private
RCKTSHP,operating,Private
Callvine,operating,Public
Innovify,operating,Public
Docitt,operating,Public
HITLIST,operating,Private
CloudEngage,operating,Private
Locatrix Communications,operating,Public
Campus Society,operating,Private
Entrisphere,operating,Public
CiraNova,operating,Public
Vertical Point Solutions,operating,Private
Clear-Cut Medical,operating,Private
GamePress,operating,Public
SherpaDesk,operating,Private
Serene Oncology,operating,Private
DIY,operating,Public
Daily Aisle,operating,Public
Jobrivet,closed,Private
Waypoint Leasing Services,operating,Private
Starline Promotions,operating,Private
Cupenya,operating,Public
Quincy Apparel,closed,Public
Survature,operating,Public
Decorative Hardware Inc,operating,Private
ThinkCERCA,operating,Private
TagMii,operating,Private
Frequent Browser,closed,Public
"Lojali, LLC",operating,Private
ZipZap,operating,Public
quip,operating,Private
Myvillage,operating,Private
Taggle,closed,Private
Advanced Chip Express,operating,Private
LiveRe,operating,Private
Finario,operating,Public
Deep Driver,operating,Private
Massive,operating,Private
"Solutionreach, Inc.",operating,Public
Yoyo Wallet,operating,Public
Bioniq Health,operating,Public
UNIKO,operating,Private
Glya,operating,Public
My Table,operating,Public
Nexi,operating,Private
Frontierre,operating,Public
Cryptocurrency Research Group,operating,Public
Regalaton,operating,Private
SIM Digital,operating,Public
Sinnet,operating,Private
Conductus,operating,Private
Vitronet Group,operating,Private
"Silverback Enterprise Group, Inc.",operating,Private
Actifile,operating,Public
KidsCanGiveToo,operating,Public
Numerate,operating,Public
Horizon Fuel Cell Technologies,operating,Private
Validroid,operating,Public
Easy Social Shop,operating,Private
AccelOne,closed,Public
TouchPal,operating,Private
My Fit Foods,operating,Private
s0cket,operating,Private
Restorando,operating,Private
Alive Juices,operating,Private
Remini,operating,Private
XtraInvestor Ltd,operating,Public
Moodswing,operating,Public
Meadow,operating,Private
frestyl,operating,Private
reportbrain,operating,Private
Ixico,operating,Private
ServiceTrade,operating,Private
Atlas Guides,closed,Public
Kickstarter,operating,Public
Ponoko,operating,Public
June Blackbox,closed,Private
Padhaaro,operating,Private
Nu-Med Plus,operating,Private
17hats,operating,Private
LeBUZZ,operating,Private
Blink for iPhone and Android,operating,Public
BABYBOOM.ru,closed,Private
SportEasy,operating,Public
Iono Pharma,operating,Public
Polar OLED,operating,Private
Medmark,operating,Public
Brightcove K.K.,operating,Public
Instablogs,operating,Public
AReflectionOf Inc.,operating,Public
Particle Computer GmbH,operating,Public
Optio Labs,operating,Public
Chevia,operating,Private
SAFE ID Solutions,closed,Public
GetQuik,operating,Public
NicheStreem,operating,Private
HireTeamMate,operating,Public
HealthifyMe,operating,Public
Vigor Pharma,operating,Public
Creativit Studios,operating,Public
Cadence Pharmaceuticals,operating,Public
Cerenis Therapeutics,operating,Private
Outreach,operating,Private
everyStory,operating,Private
TrelliSoft,operating,Public
Tray,operating,Public
Hoffmeister Leuchten,operating,Private
BCAST,operating,Private
Tap Tap LLC,operating,Public
Paradigm Spine,operating,Private
DueDil,operating,Private
rPath,closed,Private
Amerityre,operating,Public
Virtual Incision Corp (VIC),operating,Private
SLR Consulting,operating,Public
Eferio,operating,Private
GenQual Corporation,operating,Public
Cambridge Quantum Computing Limited,operating,Public
Peekaboo Mobile,operating,Public
TrialScope,operating,Public
Sendori,operating,Public
Tapomat,operating,Private
Smart Balloon,closed,Private
Eagle Hill Exploration,closed,Private
StepOne Health,operating,Private
Lieberman Research Worldwide,operating,Private
Daojia,operating,Private
Wazzat,operating,Public
sharing.it,operating,Public
RedSocks,operating,Public
for; to (do),operating,Private
CorAssist,operating,Private
ZingHR,operating,Public
Cloud Nine Productions,operating,Public
SPOOTNIC.COM,operating,Public
DocDep,operating,Public
Tapdaq,operating,Private
Deliveree,closed,Private
eMoneyUnion,operating,Private
Ctrax,operating,Public
Edupath,operating,Private
Aivo,operating,Public
Employee Benefit Solutions,operating,Private
CTRLio,operating,Public
Xerico Technologies,operating,Private
BeCouply,operating,Private
Decision Pace,operating,Private
Fleet Entertainment Group,operating,Public
AIT,operating,Private
M-Taxi,operating,Private
Perosphere,operating,Public
GeoQuip,operating,Private
Scan Man Auto Diagnostics,operating,Private
Wananchi Group,operating,Private
Ubercloud,operating,Public
Azimo,operating,Private
Luca Technologies,closed,Public
Sanovia Corporation,operating,Public
SnipSnap,operating,Public
ArabHardware,operating,Public
Contentment Ltd,operating,Public
Cyan,operating,Private
iOpener,operating,Public
Honeywell,operating,Public
Exony,operating,Private
Fantasy Buzzer,operating,Public
139shop,operating,Public
Verimed,operating,Public
Zerve,operating,Public
Art of Click,operating,Private
Eurotri,operating,Private
Sigma Force,operating,Private
